date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2015-03-31,312,1455,,45.6271796472796,,6,,24319.286752,,0,0,,0,,38.07411519,,,,,,8999999999,533,433,236381067.666552,,548230.23941467,,16000,,237383693.666552,,,,
2015-04-01,420,1430,2327412.971511643558692195,44.2777333546593,0.01145028566335756675928220584,6,0.00155160864784683,31835.690282,8.23275539195408100925101,0,0,0,0,0,23.8421487,,0.0000010461823495032168,0.000258601441307805,,,8999999999,719,560,377482755.98968,97617.5847677737088362834524,674081.457124429,174.3184363712426986123738683,10000,2.58601441307805,377485615.98968,97618.3243678958491585834524,,,
2015-04-02,257,1434,2826379.16467232787055707,17.1095896764061,0.005373131975873343267957453873,10,0.0031404212944293,23423.028267,7.35581767497062235330231,0,0,0,0,0,29.86816189,,0.0000012381896551724137,0.00031404212944293,,,8999999999,1369,1276,301324200.402473,94628.49354708080586928436589,236175.321632032,74.16900092719221908660393376,0.000001,3.1404212944293E-10,301359710.402473,94639.64518309732431358436589,,,
2015-04-03,244,1430,2823450.770709878247664045,11.3340061007569,0.00355566758488535542916858434,10,0.00313716752335955,67380.666269,21.138443792143510024401895,0,0,0,0,0,81.01241445,,0.000001231067212156633,0.000313716752335955,,,8999999999,5945,5640,111094084.284684,34852.07532552792091222901322,19697.5326745894,6.179445979703544091320481877,0.000001,3.13716752335955E-10,111094084.284684,34852.07532552792091222901322,,,
2015-04-04,211,1432,2471490.050288325994381896,11.4474014616905,0.003143570979707520146529244812,10,0.00274610005618104,52142.913658,14.318965812567691793664432,0,0,0,0,0,91.68327352,,0.000001081372296902399,0.000274610005618104,,,8999999999,4555,3452,98164034.216247,26956.82598761934195643413569,28471.6307115432,7.818594669653460539043698093,0.000001,2.74610005618104E-10,98284069.216247,26989.78879964371107007413569,,,
2015-04-05,185,1432,2101323.035754906662667957,11.0323325014236,0.002575832713991643888523396415,10,0.00233480337332043,73618.754782,17.188531700466313728079626,0,0,0,0,0,56.81016085,,8.941765049678543E-7,0.000233480337332043,,,8999999999,6673,5221,158422364.307354,36988.50705942082061000474422,30343.6821121153,7.084653135432959266409200558,0.000001,2.33480337332043E-10,158424364.307354,36988.97402009548469600474422,,,
2015-04-06,203,1432,2613713.006878874443647857,11.5336945896855,0.003349529729975447105033621026,10,0.00290412556352143,45846.435994,13.314380676652442174235142,0,0,0,0,0,75.91661113,,0.0000011327983635300985,0.000290412556352143,,,8999999999,3975,2474,118551129.527236,34428.73658443862878032546675,47972.6683618577,13.93186525400066692023085605,0.000001,2.90412556352143E-10,118684381.527236,34467.43463839766453936146675,,,
2015-04-07,150,1399,2200191.351653638294233544,10.6467433859966,0.00260276363597200629526041005,10,0.00244465705766456,82416.440551,20.147993306059378813957256,0,0,0,0,0,136.28475296,,9.593214494447671E-7,0.000244465705766456,,,8999999999,7741,6402,66038201.660345,16144.07557644378686000638732,10315.8453077702,2.521870403741625452203316411,0.000001,2.44465705766456E-10,66042041.660345,16145.01432475393005104638732,,,
2015-04-08,176,1440,2090923.149687733205564438,10.4484887633376,0.002427443004104687335191251731,10,0.00232324794435562,97923.23669,22.74999583446913267916978,0,0,0,0,0,214.0727227,,9.450812390414972E-7,0.000232324794435562,,,8999999999,9372,7954,42041787.881488,9767.349727270201226708676256,5425.18077464018,1.260404008244042831186746081,0.000001,2.32324794435562E-10,43151887.881488,10025.25348157311860290867626,,,
2015-04-09,134,1424,2005347.25043651363881563,9.55511028250892,0.00212903490386399518722628958,10,0.0022281636118437,18737.571264,4.17503744647729631794368,0,0,0,0,0,235.5227444,,9.13703682057274E-7,0.00022281636118437,,,8999999999,1961,753,38212869.93723,8514.4526298251938503570951,51080.8365700266,11.38164613078682252361840424,8,0.00178253088947496,38463869.93723,8570.3795364824707203570951,,,
2015-04-10,159,1428,1605410.877981709013537768,2.55918687508446,0.0004565051609450127068016001147,2,0.000356757972924464,60601.545202,10.810042211177898613810864,0,0,0,0,0,121.15901652,,7.562536528345991E-7,0.000178378986462232,,,8999999999,23680,22991,74282544.193803,13250.4449451265355915479483,3252.69319271902,0.5802121149898202503706180526,8,0.001427031891697856,74782669.193803,13339.6567357309593705479483,,,
2015-04-11,133,1434,1456191.600462425933263975,3.62177680540312,0.000586000107040406842682751398,2,0.00032359813347205,42899.94626,6.9411712678936261060165,0,0,0,0,0,66.58348649,,6.815201636469901E-7,0.000161799066736025,,,8999999999,11845,10827,135168650.268327,21870.16146538346379632738018,12485.7088083797,2.020176032733602259047868692,8,0.0012943925338882,135182769.268327,21872.44590640670973330238018,,,
2015-04-12,106,1420,1322876.544051574717311271,2.4094221576807,0.0003541520063853427493946708303,2,0.000293972565377458,57469.537305,8.447233656303186968535345,0,0,0,0,0,243.044954,,6.198264172998257E-7,0.000146986282688729,,,8999999999,23852,23084,37030186.600748,5442.929475713930326282569292,1604.14948019182,0.2357879689704525359562719968,8,0.001175890261509832,37030186.600748,5442.929475713930326282569292,,,
2015-04-13,133,1429,1258107.936043651229312951,5.55323319770859,0.0007762851952793916383767890509,2,0.000279579541374098,149287.568054,20.868874904695881923932646,0,0,0,0,0,110.08219736,,6.19894798363531E-7,0.000139789770687049,,,8999999999,26883,26067,81757088.925869,11428.80471298790074955937058,3136.4211043031,0.4384395869485513425773405519,8,0.001118318165496392,81757088.925869,11428.80471298790074955937058,,,
2015-04-14,148,1434,1397963.890912105678770285,2.7515077509024,0.000427389831305969532268944816,2,0.00031065864245943,80038.608966,12.43234280285936114462469,0,0,0,0,0,88.37875292,,7.06822326125074E-7,0.000155329321229715,,,8999999999,29089,27735,101834430.802666,15817.87301439249104162042019,3671.71555084428,0.5703250842612311268960737802,8,0.00124263456983772,101835030.802666,15817.96621198522887062042019,,,
2015-04-15,122,1413,1386779.368206521403515488,3.14193607388131,0.0004841302359962812969491412707,2,0.000308173192969024,49501.202844,7.627471868121405816352128,0,0,0,0,0,127.13116971,,6.900000000000005E-7,0.000154086596484512,,,8999999999,15755,14691,70793024.396899,10908.25618416318970239432829,4818.95203845205,0.7425359182271775837762796496,8,0.001232692771876096,70795224.396899,10908.59517467545562879432829,,,
2015-04-16,108,1434,1492692.537800013273559348,6.86592250932583,0.001138745699546950464952025641,2,0.000331709452881304,65892.258322,10.928542478552085186105944,0,0,0,0,0,181.12736414,,7.258609000584442E-7,0.000165854726440652,,,8999999999,9597,8143,49688792.424458,8241.121074724823047930266616,6102.0253499273,1.0120497451461161359159646,8,0.001326837811525216,49688792.424458,8241.121074724823047930266616,,,
2015-04-17,96,1433,1503862.43702709417364509,3.00081066637509,0.0005014229380325738029775231919,2,0.00033419165270982,51457.901307,8.59840054138256833486737,0,0,0,0,0,206.06510687,,7.500315604909424E-7,0.00016709582635491,,,8999999999,17148,15711,43675516.616264,7297.99654047223571634225624,2779.93231597378,0.4645150875483575417045342598,8,0.00133676661083928,43675516.616264,7297.99654047223571634225624,,,
2015-04-18,112,1427,1332554.318000637409094589,5.2525164033557,0.0007776959349376124068416876927,2,0.000296123181810822,31304.997764,4.635067772228174090501004,0,0,0,0,0,128.5666263,,6.627703097603735E-7,0.000148061590905411,,,8999999999,5960,4466,70002614.659512,10364.69849402579268556341943,16122.842512206,2.387173712274613729358946666,8,0.001184492727243288,72004614.659512,10661.11779901842550756341943,,,
2015-04-19,111,1409,1328749.534116312162859561,3.4476304878687,0.0005090041561188592547876923593,2,0.000295277674280878,43481.515713,6.419560416971046366218007,0,0,0,0,0,139.68595619,,6.612150789012271E-7,0.000147638837140439,,,8999999999,12612,11148,64430242.271551,9512.406045648546620561350889,5779.53375238168,0.8532836424155491559568907575,8,0.001181110697123512,64430242.271551,9512.406045648546620561350889,,,
2015-04-20,110,1443,1194053.530823816385449279,3.1919222078229,0.0004234806647543739822750353109,2,0.000265345229101442,51329.301024,6.809992569915080725238304,0,0,0,0,0,154.86342998,,5.899316189362954E-7,0.000132672614550721,,,8999999999,16081,14621,58115721.704847,7710.364745084136333073044687,3974.8526574685,0.5273540945202273480327097885,8,0.001061380916405768,58116320.704847,7710.444215980252214952044687,,,
2015-04-21,106,1423,1223780.845577981350476227,3.30770957161922,0.0004497679574369243858294937171,2,0.000271951299047546,44614.386702,6.066470209909230764066646,0,0,0,0,0,187.33866575,,5.787691408533011E-7,0.000135975649523773,,,8999999999,13488,12027,48041337.130859,6532.452020359105725532411007,3994.45723213262,0.5431489166341655064161787753,8,0.001087805196190184,48041337.130859,6532.452020359105725532411007,,,
2015-04-22,79,1433,1243168.887702656123573246,5.30875823833406,0.0007332981194405959676185734412,2,0.000276259752853508,24345.965281,3.362905175754573223527874,0,0,0,0,0,438.2890386,,5.907469316189366E-7,0.000138129876426754,,,8999999999,4586,3111,20534394.443753,2836.413367013825831077367762,6600.57680609225,0.9117368585708210913680920565,8,0.001105039011414032,20534394.443753,2836.413367013825831077367762,,,
2015-04-23,99,1425,1231571.792914005689661017,4.18281435437174,0.0005723817971569360868673955404,2,0.000273682620677966,36118.60195,4.94251681845014654481685,0,0,0,0,0,158.37783192,,5.799999999999993E-7,0.000136841310338983,,,8999999999,8635,7186,56826134.62927,7776.16272416876473873383241,7907.89516132341,1.082126735898798783537993492,8,0.001094730482711864,56826134.62927,7776.16272416876473873383241,,,
