date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-04-14,3876,5798,2847726,491.156605726112,5885484.451517070963323057223,4193021.39587638,0.366783772352092,0.000259063410742448316540286644,0.000522,3.68694338739020586E-7,762.54346272,0.53859283093355056710690336,5225342.66178158,22.888785,3690.716968142439338418894743,5225342.66178158,3690.716968142439338418894743,125.2127379,333.02603720345905,6.014570426651095E-7,0.000706310993752913,65.12433289176649,172.76923630877613,8332709675.44358399,2079,4194,66548418.43966437,47003.87956080402113408242981,18789.0472252682,13.27091061734959494684095627,319.778752125,0.225863248194475189723690125,78801264.06277477,55658.19912916415826334255041,0.06401949302403233,0.10692858323433801,0.08600002773574439
2017-04-15,4981,5854,6434805,1099.21506662111,5889186.947994130053818340259,3910222.81806095,0.247459374425734,0.000174782568317344906003460565,0.000408,2.88173717560569648E-7,573.11591117,0.40479642822297084185727002,5275811.64920134,23.09501,3726.348666911054186980084914,5275811.64920134,3726.348666911054186980084914,148.32963519,326.7714423504478,6.00825832846291E-7,0.000706308131275906,70.85894312109184,177.21204025500992,8337985487.09278533,2316,4968,56212539.56887875,39703.3737771676726204073104,13541.8561676809,9.564723123801798451198066395,306.228422505,0.21629162484307514729466453,67275941.44103894,47517.54447904749630885242978,0.06382173073497019,0.10671057267246324,0.08581318262199392
2017-04-16,4569,5824,3510323,602.734031593407,6829989.087979254229436344995,4341295.89663936,0.209595930668143,0.0001715806933415887922369742646,0.000408,3.33999437203808496E-7,567.79537618,0.46481209826236453998774516,5248774.69165504,22.962515,4296.783806427394200886170228,5248774.69165504,4296.783806427394200886170228,62.45821689,356.5731539507147,6.974798363530086E-7,0.000818626071577962,86.80371735564945,211.36352798679386,8343234261.78444037,2709,6364,133581051.09893311,109352.9310983746155863523881,26854.2690116864,21.98360474613463774266669512,240.66818645,0.1970172520273560043270149,170900567.99037206,139903.6606044006793828276765,0.064442521475431,0.10870285730070954,0.08723365219598586
2017-04-17,4895,5843,3854884,659.743967140168,8611832.089305793575383492729,4049515.98481979,0.583088000259179,0.0006014800090261711863158900283,0.000522,5.3846514517894812E-7,1619.81846472,1.6709114650747043168638512,5265898.09810103,23.02274,5431.997287148501740164951894,5265898.09810103,5431.997287148501740164951894,40.10174411,400.7196782602801,8.654596727060187E-7,0.00103154242371446,127.37131593209953,340.0801055719509,8348500159.8825414,2778,5672,208182969.23614169,214749.5646619224622743686618,57746.8447572151,59.56832020272032169142720035,318.047581755,0.3280795733400755676256773,327540103.46292393,337871.512189829543737003021,0.0666067108857667,0.11028922494249685,0.09141567648953534
2017-04-18,5365,5852,4541490,776.057758031442,9195846.900942112594757850998,5486901.24435336,0.752272623846154,0.0008281028115739830022838572101,0.000522,5.7461836831380144E-7,2513.34283627,2.7666914934686766448184104,5274009.18536492,23.043545,5805.637073881976037914365558,5274009.18536492,5805.637073881976037914365558,21.03957909,350.2851089979321,9.1570806545879E-7,0.00110080147186552,148.28474222713336,320.66185620484157,8353774169.06790632,3341,6771,397050441.59958208,437073.7105176746448625099619,77838.3366657079,85.68455556917512872722440161,346.31409382,0.3812230642048297837030864,527043377.56350847,580170.125758885103845727221,0.06674107243910571,0.1097389058398136,0.0913110567850841
2017-04-19,4253,5815,4471415,768.944969905417,10260510.63465805301353119709,5592785.02356705,0.307686888099861,0.0003776790268577852756861183978,0.000374,4.5907694317792252E-7,887.36898528,1.0892263134578538103498944,5240663.60439115,22.883675,6432.801678416263618235311427,5240663.60439115,6432.801678416263618235311427,40.66403158,353.66215377468814,0.0000010148132670952687,0.00122747845769498,186.2274135251207,362.6536094865288,8359014832.67229747,2884,5975,205562864.96349848,252323.9884447565554445775336,45750.5222785056,56.15778052515987612697502189,285.604568165,0.3505734548418149841883117,273359370.61407127,335542.7386378306403769976412,0.0671551116757425,0.11009335792112684,0.0916538665269925
2017-04-20,4531,5760,3457934,600.335763888889,9762705.133506639547393419916,5430767.92373166,0.174796628568899,0.0002040227079094590171948015377,0.000374,4.3653297768303916E-7,592.38577422,0.6914329571051581137945948,5191095.8488896,22.652995,6059.049541053050749850907264,5191095.8488896,6059.049541053050749850907264,60.7510013,317.4312839008862,9.444874342489748E-7,0.00116720047508834,201.3305504148608,248.05172534766018,8364205928.52118707,3389,7036,137680132.82684568,160700.3164457200333816215474,24427.7064098466,28.51203052689143978138084864,202.051247775,0.2358343123951719003534435,171873342.29968042,200610.6467872078696309532683,0.06729169839636193,0.10594617347684027,0.0921802990523916
2017-04-21,4608,5791,3688179,636.881194957693,10023065.48225632848029998547,6189045.27634192,0.195042062345497,0.0002335786952423292274821636644,0.000374,4.478953461119819E-7,662.75292785,0.7937004064334361448962725,5219034.03835411,22.76067,6250.216729889916354950871954,5219034.03835411,6250.216729889916354950871954,65.00029718,308.937409914321,9.601110461718267E-7,0.00119758113933685,217.30074798640157,258.2997816834875,8369424962.55954118,3398,7130,128759795.35742698,154200.3024249270518838794982,22937.1945631574,27.46915159813704051687817019,205.081964865,0.24560229314046654109977525,163542197.23531256,195855.0508947174557645208758,0.06727798744125836,0.10565420565825409,0.09204263536596585
2017-04-22,4511,5825,3311902,568.56686695279,9639971.853886412263646982071,6239913.25728445,0.175086996825672,0.0002015402143057692724713112985,0.000294,3.3841932342292746E-7,605.62592202,0.6971276012836565488778118,5249675.92357325,22.880025,6042.829164099629626155573968,5249675.92357325,6042.829164099629626155573968,117.78835311,290.3032132974174,9.256449444769147E-7,0.00115108613409159,216.81501219462785,260.5624469154742,8374674638.48311443,3459,7344,71099344.01196702,81841.46903518315570535673936,10873.6674844757,12.51652786810255773484692936,172.242489635,0.19826594152026291071566965,79856214.00598927,91921.38066334487229059073724,0.06736122210682328,0.10547861920240656,0.09200146473747234
2017-04-23,4406,5786,3469345,599.610266159696,9100743.075793409848360314877,5785106.89307991,0.209837955834984,0.000227888613523627386600397284,0.000374,4.06172187098799E-7,635.80900618,0.69050249897658933064593,5214527.87876306,22.712855,5663.09142568142533397361381,5214527.87876306,5663.09142568142533397361381,109.11705299,267.297443850383,8.688164815897191E-7,0.0010860218906385,203.47323798976515,240.57310353949276,8379889166.36187749,3030,6328,76797246.04835036,83403.49034925953095125210486,15164.6547797501,16.46914705478436940655943885,258.06709305,0.280266512305742703412425,95961935.44625878,104216.762562675649467130431,0.06753459823005514,0.10680285246000136,0.09260278222820219
