date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-06-03,460,8521,5589084,655.918788874545,41013203.0098495250238147,0.304487179487179,0.1248625967777079252198451557,0.1,0.0410075054680473,285,116.871390583934805,0,0,0,0,0,49.47619798,,0.0007192078641145522,0.410075054680473,,,100013893.9,936,870,2021454.71944488,828948.1546104593733283358282,2323.51550510906,952.8157478085246216973173854,282.8,115.9692254636377644,2021458.48944488,828949.7005934155187115458282,,,
2016-06-04,542,8430,5542730,657.50059311981,44211545.9622127941387984,0.306859903381643,0.1356484366807607923062054847,0.1,0.0442053312231068,317.6,140.3961319645871968,0,0,0,0,0,35.78898681,,0.0007697707282291057,0.442053312231068,,,100014058.8,1035,961,2794548.48271298,1235339.412973578283193282863,2907.95887899374,1285.472854290926236518205514,351.63156669,155.43989874031418013192492,2794548.48271298,1235339.412973578283193282863,,,
2016-06-05,1139,8454,5655488,668.971847646085,48095406.0983511478064061,0.226345291479821,0.1088462112585535577960184689,0.1,0.0480885688175481,403.8,194.1816408852592278,0,0,0,0,0,20.7938277,,0.0008361227928112224,0.480885688175481,,,100014218.1,1784,1695,4809803.15660839,2312965.500954226439447116886,2837.64316024094,1364.581983908911137068960392,190.26,91.49331103226701506,4809805.15660839,2312966.462725602790409116886,,,
2016-06-06,980,8519,5664260,664.897288414133,45309723.429942518741055,0.279911699779249,0.1268090471837030287735954143,0.1,0.045303232156323,380.4,172.333495122652692,0,0,0,0,0,36.14177874,,0.0007732812039742831,0.45303232156323,,,100014328.5,1359,1194,2767277.42730529,1253666.117301637969659248487,2317.65404296925,1049.972191666765345750820678,174.63,79.1130343145868549,2767278.92730529,1253666.796850120314504248487,,,
2016-06-07,396,8468,5567943,657.527515351913,41879078.9643501505930323,0.486617647058824,0.2037614210501804504317779519,0.1,0.0418730028147847,330.9,138.5577663141225723,0,0,0,0,0,40.18336409,,0.0007238587615429566,0.418730028147847,,,100014510.9,680,579,2488953.15655287,1042199.425302055895917232171,4299.21907229316,1800.212123155075553189806827,322.5277441,135.0520513654545941819527,2489247.84285774,1042322.819306788896039708286,,,
2016-06-08,551,8533,5663045,663.664010312903,48017091.9962261909128344,0.486761229314421,0.2336944174189297351025056479,0.1,0.0480100721555159,411.8,197.7054771364144762,0,0,0,0,0,56.40489155,,0.0008233625616598488,0.480100721555159,,,100014621.6,846,597,1773155.10870494,851293.0471184580872552657855,2970.12547521766,1425.959383761358086629220908,83.60871938,40.14060650264080602228142,1773164.90870494,851297.7521055293278134657855,,,
2016-06-09,359,8281,5511734,665.587972467093,46423586.2295485549056964,1.46463414634146,0.6798317115349705113882641657,0.1,0.0464164865494319,840.7,390.2234024210739833,0,0,0,0,0,48.00788632,,0.0008043034108708364,0.464164865494319,,,100015295.6,574,397,2083309.70719164,966999.1700216166808778642932,5247.63150426106,2435.766171339085797211722918,251.40512632,116.69342664290507743737608,2083309.70719164,966999.1700216166808778642932,,,
2016-06-10,354,8639,5618019,650.308947794884,45716546.634461129378182,0.504940711462451,0.2308058147981900882639241919,0.1,0.0457094881752971,255.5,116.7877422878840905,0,0,0,0,0,94.72161186,,0.0007883460876680309,0.457094881752971,,,100015442,506,425,1055888.30299158,482641.1390002814754938529842,2484.44306586254,1135.626209412426463403322606,126.9,58.0053404944520199,1055888.30299158,482641.1390002814754938529842,,,
2016-06-11,293,8479,5505863,649.35287180092,44808209.4896954252509648,0.469278350515464,0.210242431512834339629873094,0.1,0.0448012211264168,227.6,101.9675792837246368,0,0,0,0,0,74.86832757,,0.0007399662054354178,0.448012211264168,,,100015598.6,485,445,1335886.64053285,598493.5278233828486876319188,3001.99245063562,1344.929276007602813255330464,210.46618729,94.29142196413142995402472,1335886.64053285,598493.5278233828486876319188,,,
2016-06-12,801,7759,5120282,659.915195257121,42083146.5950694292842887,0.174237288135593,0.07331305762315230661096881066,0.1,0.0420765603090077,205.6,86.5094079953198312,0,0,0,0,0,27.45895124,,0.0006276407954412624,0.420765603090077,,,100015653.1,1180,1136,3642369.74086125,1532583.900690531334731308816,3206.32274723702,1349.110324442617238325929051,190.21,80.03382536376354617,3642382.64086125,1532589.328566811196724608816,,,
