date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-08-11,15,123967204.233002,1000000000,123967204.233002,0.99998829,,0.000033866004293706874,0.123967204233002,,,1000000000,13,13,1000011708.33,123968655.68193833738430666,76923977.56384615,9536050.437072179321995880642,5208.33,645.66210882287130666,1000011708.33,123968655.68193833738430666,,,
2017-08-12,0,160812143.048708,0,0,,,0.00004154190641649663,0.160812143048708,,,1000000000,0,0,0,0,,,,,0,0,,,
2017-08-13,4,199261373.673061,0,0,12.08459215,,0.000049033250173455915,0.199261373673061,,,1000000000,8,8,82750000,16488878.67144579775,10343750,2061109.83393072471875,5000000,996306.868365305,82750000,16488878.67144579775,,,
2017-08-14,3,318839105.548172,0,0,19.04761905,,0.00007406932452867074,0.318839105548172,,,1000000000,2,2,52500000,16739053.04127903,26250000,8369526.520639515,26250000,8369526.520639515,52500000,16739053.04127903,,,
2017-08-15,9305,880575277.705111,0,0,0.83225516,,0.0002116751951682897,0.880575277705111,,,1000000000,12910,22661,1201554582.176602,1058059259.878009922061880013,66399.28059578,58469.56495004856167123103158,39398.85625000822,34693.65878361473650807648601,1504674097.580930048432548841,1324978811.333014764935502279,,,
2017-08-16,8682,692207490.89656,0,0,2.78580566,,0.00015859300497390942,0.69220749089656,,,1000000000,14741,21003,358962584.9787323,248476590.2738714839534592309,28363.19433117,19633.2155817907199728537752,19720.5,13650.67782422561148,595712170.537520465438965423,412356426.8643206958222573521,,,
2017-08-17,6083,501699727.279044,0,0,7.47757253,,0.00011644371913006441,0.501699727279044,,,1000000000,9884,9865,133733239.83019237,67093929.95095049656165918969,16775.50055363,8416.26405272562263549712972,5000,2508.49863639522,165490312.961546208527117871,83026444.88013137320598180819,,,
2017-08-18,6071,306431512.814762,0,0,8.62746846,,0.00007458463639423972,0.306431512814762,,,1000000000,9497,9490,115908856.1334738,35518126.13360898178740698024,15442.70026455,4732.1300040109818525452871,5000,1532.15756407381,146551225.510593211295746864,44907913.73806841935375313673,,,
2017-08-19,7160,653414267.195224,0,0,6.6434689,,0.00015705818560645405,0.653414267195224,,,1000000000,14077,12871,150523772.27674747,98354380.35767172217311023808,16371.24767653,10697.20680363136350991289272,4557.35145149,2977.83845902642878759568376,210714328.844658699572602067,137683748.7695661151807746429,,,
2017-08-20,2605,535482637.383074,0,0,16.19700977,,0.0001310591010601163,0.535482637383074,,,1000000000,4066,3871,61739791.11317197,33060586.17676140067097212924,22362.39094168,11974.67207964217015775312432,2591.62851487,1387.77207225976681389531038,86564815.335256859844823221,46353955.62030211245178353551,,,
