date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-01-29,2,,1000000000,,,,,,,,1000000000,0,0,0,,,,,,0,,,,
2018-01-30,0,,0,,,,,,,,1000000000,0,0,0,,,,,,0,,,,
2018-01-31,38743,,0,,3.3029382,,,,,,1000000000,2324,40022,302760735.45119745,,7599.74039465,,250,,304156810.074636477637894157,,,,
2018-02-01,2597,,0,,9.14726541,,,,,,1000000000,2781,2803,109322289.83219227,,39878.58939747,,250,,111779686.081121841464390511,,,,
2018-02-02,1779,,0,,33.69552006,,,,,,1000000000,1894,1892,29677535.71157377,,16127.03937403,,370.9763555798687,,30512358.49565716145421242,,,,
2018-02-03,1443,,0,,74.89975763,,,,,,1000000000,1822,1818,13351178.04975438,,7924.14012014,,259.968,,14406086.738417904898570951,,,,
2018-02-04,1381,,0,,99.97532921,,,,,,1000000000,1716,1713,10002467.68802096,,6477.61009925,,250,,11096146.100015155631744853,,,,
2018-02-05,797,,0,,166.72715153,,,,,,1000000000,943,942,5997823.335009744,,7020.99417486,,250,,6613776.512721149682669723,,,,
2018-02-06,926,,0,,148.58601536,,,,,,1000000000,992,1044,6730108.466668283,,6802.87938617,,250,,7102206.079161646968674014,,,,
2018-02-07,813,,0,,383.90730114,,,,,,1000000000,860,923,2604795.4728665813,,3135.52145317,,250,,2894086.301275095427948179,,,,
2018-02-08,624,,0,,361.55008476,,,,,,1000000000,724,724,2765868.526001549,,4168.30348126,,303.5,,3017851.720431335505952747,,,,
2018-02-09,504,,0,,409.95262253,,,,,,1000000000,612,612,2439306.263821922,,5137.05653642,,250.4980649545736,,3143878.600290922446180917,,,,
2018-02-10,507,,0,,425.3355599,,,,,,1000000000,616,616,2351084.87102489,,4067.9004907,,250,,2505826.702270271744462799,,,,
2018-02-11,410,,0,,233.90700754,,,,,,1000000000,438,445,4275203.25493947,,10497.74096014,,250,,4671494.72726386939603778,,,,
2018-02-12,523,,0,,517.76338791,,,,,,1000000000,670,675,1931384.1483353965,,3086.80597838,,400,,2083594.035403455521489595,,,,
2018-02-13,526,,0,,458.39749873,,,,,,1000000000,620,626,2181512.7760547176,,3880.07261207,,298.37199932706505,,2428925.455154216620754437,,,,
2018-02-14,4022,,0,,66.35157544,,,,,,1000000000,2254,3956,15071232.194765074,,4191.68205153,,250,,16582294.195864106932236538,,,,
2018-02-15,1216,,0,,121.9856062,,,,,,1000000000,1164,1173,8197688.490632668,,8653.53882042,,300,,10150601.03635085858567182,,,,
2018-02-16,671,,0,,487.89314386,,,,,,1000000000,604,605,2049629.1300338486,,3549.46399309,,250,,2147425.71582072241205485,,,,
2018-02-17,896,,0,,350.84086757,,,,,,1000000000,961,960,2850295.0837112702,,3190.56581908,,383.0493186220816,,3062943.186321520649658421,,,,
