date,BlkCnt,CapMrktCurUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-04-10,1449,22553877.000115280904,3086246648.97447,0.00789027951606174,0.02423668340521483415886330428,0.008,0.0245737133706128,18.913,58.0953301222999858,86940,432.187392746825,267054.830055134604,86940,267054.830055134604,0.000578287575102279,3.0717141713266,,2.4027324985764675,7342440,2397,5064,,0.057383525327457566,0.055505676635390036
2019-04-11,1421,21318702.629608177353,3194935474.62632,0.00782468051118211,0.02245810102583328699814594189,0.008,0.02296129636857512,19.593,56.23508496868654077,85260,418.970879276223,244710.0160480893414,85260,244710.0160480893414,0.0005682739744005209,2.87016204607189,,1.7355530523844924,7427700,2504,5266,,0.05763937654216459,0.05249241762356264
2019-04-12,1433,21669790.6425537280584,3132191179.40684,0.00793303370786517,0.02287922557385461797894201954,0.008,0.02307235936856904,17.651,50.90627690182651563,85980,417.674162327914,247970.1823136957574,85980,247970.1823136957574,0.0005674057732320282,2.88404492107113,,7.266318944102994,7513680,2225,4756,,0.05690311149268285,0.050135899238649126
2019-04-13,1440,21319102.7833095347736,3177436710.72153,0.00777597544936431,0.02181250984798703062363986563,0.008,0.02244092460427736,17.737,49.75433496325844179,86400,414.943000599994,242361.985726195488,86400,242361.985726195488,0.0005527549302944704,2.80511557553467,,6.22827554070289,7600080,2281,4738,,0.057050613364613485,0.04999812849687864
2019-04-14,1435,22972517.3296611741996,3344416812.87805,0.00772584373555247,0.023091064625240800893531144,0.008,0.02391046509934576,16.711,49.94597278439587442,86100,408.870206006104,257336.380631708742,86100,257336.380631708742,0.0005795853621498395,2.98880813741822,,12.145588393529613,7686180,2163,4481,,0.05813492375271956,0.05085527012307612
2019-04-15,1437,22576802.50625170068,3268064575.42798,0.0075391165513571,0.02189917470171409780035361497,0.008,0.0232379213692056,28.332,82.2970985290416324,86220,404.898100972673,250446.697556613354,86220,250446.697556613354,0.0005760061618936288,2.9047401711507,,9.118481266770862,7772400,3758,7789,,0.05842979953789626,0.050678463007311166
2019-04-16,1430,22786420.78436692647,3212534726.45245,0.00773359073359073,0.02242509132239943958795060917,0.008,0.0231975982126868,22.033,63.88908517751603305,85800,398.526380087043,248794.24083106593,85800,248794.24083106593,0.0005569958526952712,2.89969977658585,,9.45117085712406,7858200,2849,5978,,0.05841862659562152,0.050668793185123524
2019-04-17,1424,22708876.0920536341164,3205200601.15169,0.00779308836395451,0.02227848669268344765409846642,0.008,0.02286999520829608,17.815,50.92862057947433315,85440,392.585766726589,244251.5488246021344,85440,244251.5488246021344,0.0005469875131502049,2.85874940103701,,10.031835020491831,7943640,2286,4835,,0.05835623141641203,0.050671657378598196
2019-04-18,1451,23887778.862174702165,3133396565.1723,0.00775829827021973,0.02307750425564414333667929344,0.008,0.0237964599471276,16.595,49.36278160282281525,87060,395.692778960738,258964.975374616107,87060,258964.975374616107,0.000563523003692497,2.97455749339095,,18.45253707025462,8030700,2139,4422,,0.05828751854952151,0.05095489583272466
2019-04-19,1414,23314610.6205018370254,3319541804.90735,0.00765664160401002,0.02199627106245896553100874041,0.008,0.02298268321812408,18.33,52.6590729235267983,84840,381.571651424304,243731.3555282058684,84840,243731.3555282058684,0.0005430740820230023,2.87283540226551,,16.970489517528577,8115540,2394,4933,,0.05853974414254186,0.05106355144019287
2019-04-20,1443,23771366.8556260733244,3068407050.09771,0.00770627336933943,0.02233430519820597500812840777,0.008,0.02318558309863896,18.549,53.75867261208175863,86580,385.286974587058,250925.9730850201446,86580,250925.9730850201446,0.0005453918836937463,2.89819788732987,,24.47898837404139,8202120,2407,4969,,0.05748280957582751,0.051101828267132596
2019-04-21,1436,23114546.1527807975148,3143079167.81685,0.0076399814900509,0.02130655633716193654650742297,0.008,0.02231058424935528,16.51,46.0434682446069591,86160,379.432162040858,240284.9923655563656,86160,240284.9923655563656,0.0005266169187609588,2.78882303116941,,13.924925343597168,8288280,2161,4464,,0.0574824437231401,0.051233771987252576
2019-04-22,1419,23054066.5664694664422,3090113133.48132,0.007616459155785,0.02096996882734452899368931685,0.008,0.02202595027261928,25.081,69.05410734844552021,85140,371.127926223694,234411.1757763506874,85140,234411.1757763506874,0.0005113941447844282,2.75324378407741,,11.605157349487255,8373420,3293,6828,,0.057563300292292084,0.050996726309761424
2019-04-23,1443,22905736.3308663522,3050893408.31185,0.0077776111944028,0.021058145544088068461316725,0.008,0.02166027076204856,15.563,42.13734923372021741,86580,373.542553191489,234418.2803222705406,86580,234418.2803222705406,0.0004882959210987726,2.70753384525607,,1.135297656227185,8460000,2001,4146,,0.055734776239879796,0.05100637117291587
2019-04-24,1435,21168067.047501065541,3079242433.66202,0.00777777777777778,0.01926498888154408328206031536,0.008,0.01981541713530248,16.73,41.4389910842013113,86100,367.72913960754,213263.426918692941,86100,213263.426918692941,0.0004559924319152978,2.47692714191281,,-1.3650433689812025,8546100,2151,4525,,0.05690669984809701,0.051758489598079875
2019-04-25,1439,20778031.117643051952,2944938548.00695,0.0076931321953156,0.01851714464814225666332079248,0.008,0.0192557664972064,19.379,46.6446873686703532,86340,365.065960493209,207817.859921100072,86340,207817.859921100072,0.00046940800116890703,2.4069708121508,,-0.8320848477464629,8632440,2519,5251,,0.05680546290704462,0.05123151825323661
2019-04-26,1447,20120682.1231910172624,2963906723.25639,0.00749408887077049,0.01729346068034633165190935428,0.008,0.01846090803411392,18.383,42.42085904888952392,86820,363.440246075928,200347.0044402213168,86820,200347.0044402213168,0.0004480659661016941,2.30761350426424,,-8.437935720005152,8719260,2453,4994,,0.05683683995373582,0.050894770243854706
2019-04-27,1417,19726508.771443434108,2987906326.61538,0.00761597821152973,0.01706404850741495007848897935,0.008,0.0179244719808488,16.778,37.5920988618351458,85020,352.468344941324,190492.325976470622,85020,190492.325976470622,0.00043238944781486455,2.2405589976061,,-12.464293871976597,8804280,2203,4505,,0.056927223686262594,0.05094722854689959
2019-04-28,1442,19930931.049932619552,3147905071.53606,0.00763288807001382,0.01711100978936639127518554162,0.008,0.01793398213877952,16.571,37.14800225271442824,86520,355.196382777703,193956.0168309005088,86520,193956.0168309005088,0.00043540330508474545,2.24174776734744,,-26.57402611228406,8890800,2171,4459,,0.0456030767364936,0.05071777874070116
2019-04-29,1432,19915479.55498193952,3007196225.85754,0.00761318206374932,0.01689037552011812681945676112,0.008,0.017748558096928,14.092,31.264085087738672,85920,349.357003448921,190619.51396100672,85920,190619.51396100672,0.0004308906054938642,2.218569762116,,-32.12968255260669,8976720,1851,3803,,0.04312294565216756,0.04994597995390123
2019-04-30,1437,19424503.9607560148322,2970492892.8984,0.00764453125,0.0163844434084025855859375,0.008,0.01714631584078104,17.613,37.74975761295955719,86220,347.241623579104,184794.4189740176586,86220,184794.4189740176586,0.0004069574435972755,2.14328948009763,,-38.78547217780873,9062940,2304,4828,,0.040419791359816125,0.05004598549403651
2019-05-01,1438,20369843.794406826711,2998107896.9235,0.00739540675152186,0.01646515007012640519974005134,0.008,0.0178112178257004,26.727,59.50505235343682385,86280,344.20639136451,192093.984250178814,86280,192093.984250178814,0.0004188765356516653,2.22640222821255,,-32.671088451563314,9149220,3614,7344,,0.04084118804971553,0.049521724140189606
2019-05-02,1445,20487244.356464816328,2946764563.56332,0.00751745171128431,0.01667531444046789663176065288,0.008,0.0177457096696072,22.184,49.2088529138207656,86700,342.635059636723,192319.12854436803,86700,192319.12854436803,0.0004113036335476335,2.2182137087009,,-38.26844300297053,9235920,2951,6090,,0.03664290013534172,0.048810045705552654
2019-05-03,1430,21247810.1398831184064,2970389392.20769,0.00766802721088435,0.01747840380577062592065977887,0.008,0.01823509836372096,16.908,38.53988039172424896,85800,335.957312598962,195571.429950907296,85800,195571.429950907296,0.00040283031494922806,2.27938729546512,,-33.774400407777236,9321720,2205,4551,,0.03710138187370453,0.04680473548295155
2019-05-04,1418,20837591.813324813436,3012612747.57052,0.00771543560606061,0.01709094461677545363643611208,0.008,0.01772130102761816,16.295,36.09607503062973965,85080,330.125015945911,188466.0364287191316,85080,188466.0364287191316,0.00038359704587960297,2.21516262845227,,-31.808668527427024,9406800,2112,4438,,0.03627784097221372,0.046852001686030494
2019-05-05,1439,19954140.5260809586644,2789858536.27102,0.00766193042626164,0.01610502282982028549639618767,0.008,0.01681562941330768,15.638,32.87035159566318748,86340,331.967083599315,181482.6804431231364,86340,181482.6804431231364,0.0003669386563413204,2.10195367666346,,-39.62198005475284,9493140,2041,4196,,0.03348973811986699,0.047169335786441446
2019-05-06,1427,19778438.9390798494704,2918790766.8206,0.00761748860339826,0.01572876167807201827163490125,0.008,0.01651857980705632,18.381,37.95350192918777724,85620,326.256216879847,176790.1003850202648,85620,176790.1003850202648,0.0003627785536003779,2.06482247588204,,-36.346249861287774,9578760,2413,4939,,0.03191300535469637,0.04696234987234384
2019-05-07,1455,19743272.812269722892,2838125225.94983,0.00764333185644661,0.0156117783291783232998143844,0.008,0.0163402857522256,17.251,35.2357836889554782,87300,329.653447216343,178313.36827116186,87300,178313.36827116186,0.0003506050739479956,2.0425357190282,,-36.11433729613716,9666060,2257,4654,,0.03192214371345702,0.04689936610000611
2019-05-08,1425,20025640.1931403154064,2885629244.47719,0.00745609386828161,0.01531170941392836242611799673,0.008,0.01642866593089952,19.699,40.45353627159870556,85500,320.025718961889,175581.36713648862,85500,175581.36713648862,0.00034619896749437935,2.05358324136244,,-32.82754148648776,9751560,2642,5432,,0.031617738399711263,0.04683899396257158
2019-05-09,1428,20740161.4911889260492,2879978598.91527,0.00755063016079965,0.01591923028158574451995970298,0.008,0.01686665080139464,17.374,36.63014887792880942,85680,317.906241994706,180641.8300829365944,85680,180641.8300829365944,0.0003428102771161141,2.10833135017433,,-30.714441982713954,9837240,2301,4696,,0.03240419316330313,0.0470392155178955
2019-05-10,1440,21934990.451285527542,2720432028.08542,0.0075202419730107,0.01662257355862831989336822734,0.008,0.0176830199009924,16.161,35.72191057749227205,86400,317.786618619781,190976.61493071792,86400,190976.61493071792,0.00034768229339567514,2.21037748762405,,-28.04091252183661,9923640,2149,4317,,0.03397512901487454,0.04712817377087564
2019-05-11,1420,21100123.6940279006616,2516155600.32676,0.0076484593837535,0.01612409021084833617906335309,0.008,0.01686519012714992,16.383,34.53780123163714242,85200,310.705336482549,179614.274854146648,85200,179614.274854146648,0.0002877986237281837,2.10814876589374,,-26.549486333743527,10008840,2142,4447,,0.032982407775047996,0.04687934111363225
2019-05-12,1434,18893678.8028394462336,2657718332.79986,0.00751448598130841,0.0140641874395020922681373295,0.008,0.01497288035347776,16.081,30.09736112053448232,86040,311.094336931197,161033.3282016533088,86040,161033.3282016533088,0.0002695825478551491,1.87161004418472,,-35.104684725589955,10094880,2140,4289,,0.03834019314246177,0.048840660327179576
2019-05-13,1430,19267872.8825392331772,2641296485.72098,0.00756677374942634,0.01432081498827990811935633003,0.008,0.01514073549707032,16.488,31.20505585946192952,85800,307.612065205861,162384.388206079182,85800,162384.388206079182,0.0002426740367429955,1.89259193713379,,-32.53069664436012,10180680,2179,4428,,0.038530886612237615,0.048864508144620664
2019-05-14,1441,19647008.992572519909,2546504131.2526,0.00765431496830814,0.01464715539228377808385860076,0.008,0.0153086518680548,15.699,30.04131570957403815,86460,307.367971996096,165448.255064002251,86460,165448.255064002251,0.00024053392105400655,1.91358148350685,,-35.97509791445388,10267140,2051,4251,,0.03604899593562874,0.048874323639007226
2019-05-15,1438,24656501.1738885180264,2519459967.30946,0.00758564593301435,0.0180650922933746514054489866,0.008,0.01905186975811936,15.854,37.75604289315304168,86280,304.171954774364,205474.4153413172976,86280,205474.4153413172976,0.0002898872501461138,2.38148371976492,,-18.013881468045195,10353420,2090,4272,,0.05571948376195118,0.056808410119680776
2019-05-16,1384,23037869.7283180563606,2244213460.63512,0.00776607142857143,0.01714314450227773688563000403,0.008,0.01765952802258088,17.396,38.40064368510212356,83040,290.420314934374,183305.9008743895344,83040,183305.9008743895344,0.00028077091057860856,2.20744100282261,,-23.87346370658813,10436460,2240,4727,,0.05712244318586229,0.05760660150248033
2019-05-17,1441,22253024.4157707516432,1806280677.43234,0.00763234663234663,0.01614027246802553187150758547,0.008,0.01691775622414368,17.791,37.62297512296752636,86460,299.896796706618,182838.6503924328216,86460,182838.6503924328216,0.00028862323202805416,2.11471952801796,,-26.026411155491747,10522920,2331,4818,,0.05745049427274973,0.057798876027654114
2019-05-18,1450,23423990.6517717347712,2017060819.81034,0.00758795900939368,0.01675227342921197080736472002,0.008,0.01766195458723288,17.771,39.23382437121443881,87000,299.295376402461,192073.75613615757,87000,192073.75613615757,0.00030334543775569856,2.20774432340411,,-25.77906702730041,10609920,2342,4829,,0.0575533328413086,0.05796358932067668
2019-05-19,1430,25501913.8769161386396,2003169833.93916,0.00757225195553726,0.01805459728044685336137016536,0.008,0.01907448128927544,18.393,43.85461679420539599,85800,292.799362735749,204573.811827479094,85800,204573.811827479094,0.00029007114005319206,2.38431016115943,,-17.00498541339439,10695720,2429,4956,,0.059472550881107436,0.0587893572861341
2019-05-20,1452,30151492.3362200210856,2182589998.72176,0.00758641509433962,0.02121349631232262935330776953,0.008,0.02236998218370672,20.104,56.21576522765498736,87120,294.901899685055,243609.1059805661808,87120,243609.1059805661808,0.00035035696536448997,2.79624777296334,,-3.5177071521661123,10782840,2650,5473,,0.06669770358383353,0.06187942263229908
2019-05-21,1434,29136151.0148021683128,2482987088.83891,0.00763701741105223,0.0204725135056317908830449146,0.008,0.02144555907493848,20.177,54.08838068187921387,86040,288.940534811315,230646.9878509633524,86040,230646.9878509633524,0.00033576643176772,2.68069488436731,,-3.877196422777666,10868880,2642,5513,,0.06677308239553532,0.06183693353366755
2019-05-22,1449,28293879.7994091734946,2596733347.43547,0.00748127824402841,0.01932072518373565491622476876,0.008,0.02066034659160824,23.177,59.85560661921302231,86940,289.646051139942,224526.3165843025482,86940,224526.3165843025482,0.0003367992033898301,2.58254332395103,,-6.199976228533666,10955820,3098,6249,,0.06706733306079932,0.06203316684821295
2019-05-23,1440,27430690.8181869130008,2611723516.88264,0.00766147859922179,0.01903237307945401258570013506,0.008,0.01987331592247712,17.721,44.02187893277713044,86400,285.594744535066,214631.811962752896,86400,214631.811962752896,0.0003145518860315609,2.48416449030964,,-8.24991921477919,11042220,2313,4701,,0.0673540208972708,0.061313730027177576
2019-05-24,1412,27782326.3412736575754,2573311375.99929,0.007560706401766,0.01887796758357822683508894106,0.008,0.01997481883879928,17.125,42.75859657680470875,84720,277.909290424861,211533.3315028843752,84720,211533.3315028843752,0.00031261061460700364,2.49685235484991,,0.8044327424872448,11126940,2265,4563,,0.0653655045441466,0.06076176284912661
2019-05-25,1425,26647018.0252812161532,2147142614.01544,0.00773564266180492,0.01838420624290966729325334969,0.008,0.01901246688519624,16.972,40.33494849694382316,85500,278.329248584608,203195.739835534815,85500,203195.739835534815,0.00029480013763880824,2.37655836064953,,-1.2635155917862817,11212440,2194,4561,,0.06578987165842706,0.06093900588612873
2019-05-26,1423,27784742.1083995225812,1967229260.34926,0.00743084308430843,0.01827468119915999889269837129,0.008,0.01967440947609328,24.767,60.90951243680028322,85380,275.838170549717,209975.1351336055308,85380,209975.1351336055308,0.00028165769403857346,2.45930118451166,,6.573357278726109,11297820,3333,6585,,0.06559683907125159,0.06090447035253086
2019-05-27,1443,27312593.835019022112,1955117082.55787,0.00762789735099338,0.01830027600601698116998237934,0.008,0.01919299661643584,18.429,44.21346683053701192,86580,277.587751660167,207716.2058813768784,86580,207716.2058813768784,0.0002721087235534778,2.39912457705448,,7.07705441444735,11384400,2416,4983,,0.06552409588051383,0.06094816904951355
2019-05-28,1435,28056524.462988230025,2053626660.10035,0.00757823129251701,0.01853614329320312142589760578,0.008,0.0195677778391444,17.824,43.5970090256137232,86100,273.976722897868,210598.208993791605,86100,210598.208993791605,0.0002805295246839826,2.44597222989305,,9.110055355927036,11470500,2352,4855,,0.06559672588113737,0.05640489334828877
2019-05-29,1423,28130681.5692135926028,2012025015.48208,0.007545601291364,0.01836838970079367026047600684,0.008,0.01947454045505048,18.698,45.51686967856673438,85380,269.678293647909,207842.0330065262478,85380,207842.0330065262478,0.0002812455420806548,2.43431755688131,,9.724634241816071,11555880,2478,4991,,0.06556546608218909,0.05560760661850119
2019-05-30,1451,28185323.4162657950886,1996197082.83873,0.00747219983883965,0.01808876186673337554195466871,0.008,0.01936646477007752,18.546,44.89630695323221074,87060,272.928487134693,210755.5528603686114,87060,210755.5528603686114,0.0002926642570267062,2.42080809625969,,12.948256347967463,11642940,2482,4998,,0.06520478562234468,0.05476154978151589
2019-05-31,1425,28107776.7805837014504,2137078305.72772,0.00742702838482793,0.01779923467944607828405580214,0.008,0.01917238901718128,29.567,70.85875325887486322,85500,266.083980478222,204904.90762112493,85500,204904.90762112493,0.0002800942489772064,2.39654862714766,,7.642212928959872,11728440,3981,8083,,0.06493117604363727,0.054354026824108496
2019-06-01,1432,28770072.9255357082872,2062651792.47696,0.00746733668341709,0.01818429613973483384930773634,0.008,0.01948142628160016,17.832,43.42409918168675664,85920,265.446615,209230.5182643857184,85920,209230.5182643857184,0.0002846561227352426,2.43517828520002,,9.781049303233525,11814360,2388,4744,,0.0649663803393006,0.053180273699056806
2019-06-02,1428,28403948.4086844720876,1984749598.76471,0.00767080231596361,0.01830927234159277979907692806,0.008,0.01909502718221752,18.548,44.27182052197132012,85680,262.79927,204507.7411215496392,85680,204507.7411215496392,0.0002729622413793101,2.38687839777719,,4.715789305570199,11900040,2418,4975,,0.06493472697435833,0.05299452580276
2019-06-03,1437,27834910.3477276545714,1859488097.14057,0.00771691176470588,0.01792048121198046552856512663,0.008,0.01857787856944712,18.891,43.86933800692819299,86220,262.55326,200223.0862822163358,86220,200223.0862822163358,0.00028412098517052975,2.32223482118089,,4.833604149571218,11986260,2448,5143,,0.06491706544453316,0.05263584352104335
2019-06-04,1440,25813651.6268978438436,1886853365.97222,0.00753333333333333,0.01610770470268885820603036754,0.008,0.01710552711789968,17.628,37.69202900429194488,86400,261.218455,184739.692873316544,86400,184739.692873316544,0.0002795042936879011,2.13819088973746,,1.7239777201713256,12072660,2340,4703,,0.06600495256360861,0.05262650218993401
2019-06-05,1430,27748074.7881002372742,1895657132.2958,0.00751527663088357,0.01715138742957737096020152952,0.008,0.01825762459265416,18.202,41.54066035443637754,85800,257.573565,195813.023756215866,85800,195813.023756215866,0.0002926447472238458,2.28220307408177,,10.527810537652666,12158460,2422,4935,,0.06694043691277334,0.052812312862800526
2019-06-06,1431,28428333.17020392564,2002896245.36967,0.00762022471910112,0.01769230852725429109031264424,0.008,0.018574054366566,16.955,39.36538647314081625,85860,255.946395,199346.038489169595,85860,199346.038489169595,0.0002985524473457246,2.32175679582075,,13.670315490267065,12244320,2225,4535,,0.06693121563865931,0.052882840931045394
2019-06-07,1447,29837630.597383622532,2039645751.61368,0.00779361979166667,0.01885820356919214335211719845,0.008,0.0193575812762704,11.971,28.9662006822791198,86820,256.985915,210078.150800724516,86820,210078.150800724516,0.00030155941044936776,2.4196976595338,,17.82807781039657,12331140,1536,3211,,0.0672724953800444,0.05296244418753454
2019-06-08,1470,39813284.4560046834876,2519343768.37211,0.00814603409933284,0.02611413913984577848678178088,0.008,0.02564599049933712,32.967,105.68392109895585438,88200,259.216795,282747.045255191748,88200,282747.045255191748,0.00040375660987684706,3.20574881241714,,52.05147009515694,12419340,4047,9147,,0.0840207299831623,0.06450227604259857
2019-06-09,1444,37080080.6719285155918,3253628012.67036,0.00748922891081136,0.02220547387597169983299751314,0.008,0.02371990402794728,37.199,110.29458874195135859,86640,252.867985,256886.5606226690424,86640,256886.5606226690424,0.0003883891101160171,2.96498800349341,,34.139440891632326,12505980,4967,10311,,0.08541261357723456,0.06528988652423731
2019-06-10,1408,39047653.3191490631052,3210071133.0206,0.00794661016949153,0.02464536474129854193846502636,0.008,0.02481094626830096,18.754,58.16306078946452548,84480,244.90916,262003.5925932581376,84480,262003.5925932581376,0.00038799585885447157,3.10136828353762,,47.113350524046595,12590460,2360,5008,,0.08494466105157213,0.06494333394142572
2019-06-11,1422,41150294.9464678266078,2203863151.91913,0.00768699839486356,0.02495485494396875362390328834,0.008,0.02597097453346008,19.156,62.18749852037016156,85320,245.679675,276980.4433993517532,85320,276980.4433993517532,0.0004097669328807684,3.24637181668251,,73.45342993693117,12675780,2492,5069,,0.08137472952177632,0.06519486977457704
2019-06-12,1439,50977157.9779954147404,2328702001.42877,0.00819072747832642,0.03271713544594110749463081212,0.008,0.03195529142681336,21.73,86.7985603380817891,86340,246.934545,344877.4827238831878,86340,344877.4827238831878,0.0004903069844030526,3.99441142835167,,111.05508007188025,12762120,2653,5917,,0.08836042835271025,0.07024781897212329
2019-06-13,1448,48790677.0495354504,2288796618.99586,0.00781128404669261,0.02966128393371994133802031806,0.008,0.0303778828232768,20.075,76.22949970966022,86880,246.79913,329903.807460786048,86880,329903.807460786048,0.00046123382127973543,3.7972353529096,,98.4360418219947,12849000,2570,5411,,0.08940489229164333,0.07020754626374215
2019-06-14,1440,55950589.254993025494,2518092276.02569,0.00770022539444027,0.03330644187386506811796187006,0.008,0.03460308255175288,20.498,88.66174826822881678,86400,243.796275,373713.291558931104,86400,373713.291558931104,0.0004972847694335215,4.32538531896911,,81.62565139836754,12935400,2662,5486,,0.08401473086195532,0.07193160989501361
2019-06-15,1447,59333599.867593016992,3097064245.41672,0.00802321491382343,0.03655645683673783621255430485,0.008,0.0364506819068288,22.81,103.930006786845616,86820,243.348055,395581.025393859552,86820,395581.025393859552,0.0005148061210723024,4.5563352383536,,106.40801872065919,13022220,2843,6179,,0.08221254546264133,0.07215995045153872
2019-06-16,1432,65328067.3855594808988,3206162213.81006,0.00820606060606061,0.04089718909339636314821865748,0.008,0.03987022865825936,23.018,114.71661540697674356,85920,239.246915,428206.2557897055264,85920,428206.2557897055264,0.0005525549293347507,4.98377858228242,,135.67090180292186,13108140,2805,6311,,0.0820462809817121,0.07287206252457595
2019-06-17,1465,83254007.313130549896,3657820339.15495,0.00820535714285714,0.05176771694980284447424437004,0.008,0.0504721157638992,27.57,173.939528951337618,87900,243.129785,554562.37195584246,87900,554562.37195584246,0.00067544196896919,6.3090144704874,,185.76744161930677,13196040,3360,7563,,0.09034544290525975,0.07844428804686995
2019-06-18,1430,73050297.0564650221224,3973056943.37622,0.00818056407112201,0.0449932114439646679215067266,0.008,0.04400010664574488,26.685,146.76785573021276535,85800,235.788175,471901.143775613838,85800,471901.143775613838,0.0006079288859860883,5.50001333071811,,130.6752460444824,13281840,3262,7225,,0.09524593247324613,0.08057739732614266
2019-06-19,1421,80544312.656883868551,3875775351.2076,0.00804191063174114,0.0484570448550303992425594464,0.008,0.04820450967338248,26.096,157.24311055457364976,85260,232.809775,513739.5618440737806,85260,513739.5618440737806,0.0006489528893598402,6.02556370917281,,115.48747458767517,13367100,3245,7139,,0.09278312091686942,0.08124276323509196
2019-06-20,1434,71710396.3424108626314,3536898084.21409,0.00802696002479083,0.04278677578635460144360885486,0.008,0.04264306851332008,25.903,138.07292546256625403,86040,233.436845,458626.2018607574604,86040,458626.2018607574604,0.0005583471273910275,5.33038356416501,,98.84335197002744,13453140,3227,7061,,0.09591630013211021,0.08284200025624541
2019-06-21,1445,62917817.8597510198272,3727561058.02353,0.00816079582517939,0.03792212207228840115475269404,0.008,0.03717492547016864,25.021,116.26922627363619268,86700,233.721545,402883.254782952636,86700,402883.254782952636,0.00046083919184464515,4.64686568377108,,79.93369716879893,13539840,3066,6779,,0.09973847026440298,0.0849726215081061
2019-06-22,1426,74654873.340063157308,3574213843.37938,0.00805813575836311,0.04415129863326080356837114158,0.008,0.04383276723769616,24.811,135.94184849180992822,85560,229.199925,468791.4456071604312,85560,468791.4456071604312,0.0005127697256225013,5.47909590471202,,120.560913984769,13625400,3079,6654,,0.10251393514498837,0.08725050260652514
2019-06-23,1438,87354101.7775653299136,3706151083.80807,0.00833621549717326,0.05310819804573840126298534973,0.008,0.05096624295640816,25.067,159.69635152353541834,86280,229.674425,549670.9302848620056,86280,549670.9302848620056,0.0005901915829858806,6.37078036955102,,155.15246655159066,13711680,3007,6844,,0.10489456219221406,0.08804506827931548
2019-06-24,1453,81796591.7969684220594,3799042679.54921,0.00800164690382082,0.04743199405569067717472186197,0.008,0.04742223157389432,24.293,144.00353395307683947,87180,230.603715,516783.7685765133522,87180,516783.7685765133522,0.0005386829778379109,5.92777894673679,,149.42703048608018,13798860,3036,6586,,0.10557552148526021,0.08859292632282945
2019-06-25,1399,78517017.664898033484,3758305949.77127,0.00791325638335082,0.04475504157939489574499454407,0.008,0.04524563786262024,22.624,127.95466387549003872,83940,220.691045,474739.8552735428682,83940,474739.8552735428682,0.0004823108889953522,5.65570473282753,,129.97202491693082,13882800,2859,6103,,0.10651279783836219,0.08864793430807716
2019-06-26,1414,73862386.8174541673784,2882445138.81259,0.00793583248902398,0.04196553813119534250494952818,0.008,0.04230486285010448,23.498,124.25995840646938388,84840,221.70246,448643.0705253580104,84840,448643.0705253580104,0.00041109527099794505,5.28810785626306,,120.41822699993025,13967640,2961,6346,,0.1075114608697811,0.08910088151860449
2019-06-27,1447,68589645.139919321208,2618681243.20249,0.00810532192035728,0.03955620879508108099737120134,0.008,0.0390422087450784,21.779,106.2875330323828092,86820,225.4751,423705.570405963336,86820,423705.570405963336,0.00043927676836318563,4.8802760931348,,99.5229558819721,14054460,2687,5944,,0.10925884534838518,0.08991936159409605
2019-06-28,1431,72281946.3777578956512,2769349935.42418,0.00788418622547134,0.04030208128117162977102858006,0.008,0.04089409369958128,20.491,104.74510924976500106,85860,221.628,438895.8606307560876,85860,438895.8606307560876,0.0004136329255611104,5.11176171244766,,109.98746437159654,14140320,2599,5542,,0.10920891355315383,0.0899678580364782
2019-06-29,1429,70712583.2121743689146,2728865076.08747,0.00780531231757151,0.03879737585482452446231908727,0.008,0.03976509769376728,26.741,132.91980967862885431,85740,219.984405,426182.4345329508234,85740,426182.4345329508234,0.0004161496077890956,4.97063721172091,,105.32966737020072,14226060,3426,7152,,0.10949987555671961,0.08991224979335262
2019-06-30,1446,67382830.8586255661604,2764256275.79668,0.00804986149584488,0.03789766486337969315571735843,0.008,0.03766292364949776,23.248,109.44845612544049056,86760,221.25205,408454.4069788032072,86760,408454.4069788032072,0.000434200118078172,4.70786545618722,,96.44356066292126,14312820,2888,6293,,0.11026952732015805,0.0902837944042478
2019-07-01,1436,64762248.7832087003028,2812368874.1915,0.00810851297040555,0.03646963425543189827446992882,0.008,0.03598157579673488,22.193,99.81738895711714898,86160,218.40724,387521.5713308346576,86160,387521.5713308346576,0.0004255333707842534,4.49769697459186,,84.69682494817538,14398980,2737,5905,,0.11096760297907869,0.09057344250197225
2019-07-02,1433,66403701.7246180340784,2863178728.78646,0.00808139117963428,0.03704768873454906383416964086,0.008,0.03667456546631432,22.539,103.32600388065730731,85980,216.657065,394159.8923492131542,85980,394159.8923492131542,0.0004258113697098392,4.58432068328929,,92.06343681179968,14484960,2789,6085,,0.11070500106565591,0.09055606013659817
2019-07-03,1458,68777957.9635799530824,2932308601.30178,0.00809834834834835,0.03822200415833792823078253364,0.008,0.03775782667203568,21.574,101.82341907781222004,87480,219.113515,412881.8346587101608,87480,412881.8346587101608,0.0003948894330504838,4.71972833400446,,103.24078732074173,14572440,2664,5835,,0.11031896828491825,0.09042788560791798
