date,BlkCnt,CapMrktCurUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-03-13,1453,13263459.0795004780764,3699837726.0468,0.00781708834508503,0.02101762618604916350808914212,0.008,0.02150941655841864,18.847,50.67349673456451351,87180,645.04731324041,234398.8669453671294,87180,234398.8669453671294,0.0006980027929330652,2.68867706980233,,-48.00462272583894,4933080,2411,5092,,0.039680539223774174,
2019-03-14,1426,13252465.1843822682576,3850955439.3899,0.00784354628422425,0.02071205028728356294633354024,0.008,0.02112518958822672,18.048,47.65842771103948032,85560,622.268184209268,225933.9026460847704,85560,225933.9026460847704,0.000685209446643414,2.64064869852834,,-46.667626338986686,5018640,2301,4881,,0.03947389577326689,
2019-03-15,1433,13604395.8687794906256,4047697447.88555,0.00759905882352941,0.02025236050194448199803354996,0.008,0.02132091457351104,16.148,43.03626606663203424,85980,614.790131292829,229146.5293788099024,85980,229146.5293788099024,0.0006830274015195792,2.66511432168888,,-46.32946986238551,5104620,2125,4312,,0.03962220212415665,
2019-03-16,1445,13819323.3357345979428,3978899020.06713,0.0077546749777382,0.02064298885079222260747288118,0.008,0.02129604545392632,17.417,46.36415295887933943,86700,609.584845472828,230795.892606926493,86700,230795.892606926493,0.0006672034436002349,2.66200568174079,,-47.92670021951312,5191320,2246,4683,,0.03868600334547251,
2019-03-17,1432,13981039.699397507604,4125914712.93994,0.00760932077342588,0.02015944240146693638771821415,0.008,0.0211944724126968,15.348,40.6615953237588108,85920,594.265184073493,227628.633712363632,85920,227628.633712363632,0.0006678127613218436,2.6493090515871,,-48.24664545123976,5277240,2017,4125,,0.03857512989319948,
2019-03-18,1430,13933774.1526188665008,4005633564.5035,0.00781297709923664,0.02029898310666089068169627557,0.008,0.02078488939499816,16.376,42.54666859156123352,85800,583.941197529759,222917.938761355266,85800,222917.938761355266,0.0006545283664523672,2.59811117437477,,-48.874001979482856,5363040,2096,4469,,0.038479691300777594,
2019-03-19,1425,13682269.6127039480088,3934466519.34947,0.00794354148845167,0.01994766971054546237804398633,0.008,0.02008944724671776,18.572,46.63765178325527984,85500,572.768117697585,214705.96744929606,85500,214705.96744929606,0.0006283972461716078,2.51118090583972,,-48.83091217350507,5448540,2338,5061,,0.03847055203927679,
2019-03-20,1432,13592823.8703658209126,3647553789.52654,0.00776560332871012,0.0190725885261223670499312912,0.008,0.01964827480240648,16.797,41.25400898200270557,85920,566.646068451123,211022.4713778455952,85920,211022.4713778455952,0.0006093387258912926,2.45603435030081,,-49.80521068637962,5534460,2163,4617,,0.03829677593830025,
2019-03-21,1425,13084743.3865191952056,3345682371.13684,0.00762209889001009,0.01774624873530324482755518909,0.008,0.01862610180359888,15.107,35.17306499337103502,85500,555.297546601755,199066.46302596303,85500,199066.46302596303,0.0005855388268588507,2.32826272544986,,-52.41995517308554,5619960,1982,4088,,0.038431885424051765,
2019-03-22,1430,13967404.2799093950624,3085621621.00769,0.00773795039775386,0.01894210087758929047796970366,0.008,0.01958358470024592,16.536,40.47926957540831664,85800,548.866408681753,210033.945910137492,85800,210033.945910137492,0.0006144621297486838,2.44794808753074,,-49.080319245696245,5705760,2137,4527,,0.04078461122469075,
2019-03-23,1430,14287490.7834038570004,2995724206.45734,0.00742757660167131,0.01832346245906197688138047968,0.008,0.01973560254356872,26.665,65.78123022803248985,85800,540.735138719102,211664.337279774522,85800,211664.337279774522,0.0006195602910578595,2.46695031794609,,-46.22530905485581,5791560,3590,7383,,0.040878778317176456,
2019-03-24,1435,15735320.6543194720926,2740412953.60279,0.00778696629213483,0.02084680153855764141990737761,0.008,0.02141712267034088,17.326,46.38413342329076086,86100,534.677065362746,230501.782739543721,86100,230501.782739543721,0.0006742293780543053,2.67714033379261,,-40.96536805471236,5877660,2225,4749,,0.04494543652261316,
2019-03-25,1440,14976984.4227323677704,3076829773.28125,0.0078130081300813,0.01962007442227425194210878409,0.008,0.02008964956453472,18.259,45.85211392485493156,86400,528.767316224183,216968.215296974976,86400,216968.215296974976,0.0006425416406761985,2.51120619556684,,-41.66805132677937,5964060,2337,4967,,0.04531352615110465,
2019-03-26,1455,14687660.6929311588672,3376574855.92509,0.00782424242424242,0.01899074223092160982414042358,0.008,0.01941733520125216,18.074,43.86861455342894248,87300,526.56758150234,211891.670383664196,87300,211891.670383664196,0.0006195287083576852,2.42716690015652,,-39.60349724062577,6051360,2310,4929,,0.04440337963654968,
2019-03-27,1422,15466105.6963984305108,3404263788.60549,0.0076908856405847,0.01938312739399739287933112811,0.008,0.02016217980588648,17.889,45.08515431843790509,85320,507.46983711062,215029.6476297793092,85320,215029.6476297793092,0.0006258424436026234,2.52027247573581,,-33.09692513008585,6136680,2326,4821,,0.04452939108576917,
2019-03-28,1436,15927946.1712134312952,3203781276.62953,0.00771261974177426,0.01974117799686613310550013014,0.008,0.02047675488518224,18.518,47.39856837047559004,86160,505.370538210849,220534.6501134127248,86160,220534.6501134127248,0.0006381536448500893,2.55959436064778,,-32.24802412809195,6222840,2401,5008,,0.044747226860384626,
2019-03-29,1415,19257983.6715979920882,3222320751.31449,0.00831351582549187,0.02538176145828679284371651338,0.008,0.02442457510499544,19.437,59.34255828947454591,84900,491.277383024665,259205.803301764107,84900,259205.803301764107,0.0007465707236810473,3.05307188812443,,-15.343030254791422,6307740,2338,5405,,0.05605357199083557,
2019-03-30,1447,20902771.626245516064,2536801221.80995,0.0082127417519909,0.02684611064204531250935180371,0.008,0.0261506926215352,21.657,70.7931937630734783,86820,495.566544062453,283800.391675210758,86820,283800.391675210758,0.000798857190248615,3.2688365776919,,-2.2856194231049147,6394560,2637,5973,,0.056029444118537164,0.07119184523264505
2019-03-31,1435,22690578.3581886549324,2705110479.01603,0.00810829163688349,0.02838936570314606567419756015,0.008,0.02801020681003312,22.687,79.43344523740267418,86100,484.927461091926,301459.850792981454,86100,301459.850792981454,0.0008551548779772841,3.50127585125414,,6.774495341587597,6480660,2798,6302,,0.057305576522518324,0.06863627457395538
2019-04-01,1455,21718635.341804257962,3295802890.24192,0.00826390820584145,0.02732672075055486522214958238,0.008,0.0264540409403276,23.767,78.59164887859575865,87300,485.150640381488,288679.721761324935,87300,288679.721761324935,0.0007990384903565165,3.30675511754095,,-5.443654820475263,6567960,2876,6610,,0.057053328396953165,0.06649117075112389
2019-04-02,1428,23908671.9641153243664,3531074283.82563,0.00769535398230088,0.02765188588660947446672210787,0.008,0.02874657716872608,34.783,124.98652420747490508,85680,470.016412069183,307875.8414770563168,85680,307875.8414770563168,0.0007327748199883097,3.59332214609076,,-2.881739316174569,6653640,4520,9698,,0.05819179799357931,0.06664858823585157
2019-04-03,1440,23198221.89836528178,3722601456.84931,0.00808134847929645,0.02781480751757198405068512952,0.008,0.027534818070356,22.054,75.906609715453903,86400,467.890398276568,297376.0351598448,86400,297376.0351598448,0.000693889985388661,3.4418522587945,,4.793203030276071,6740040,2729,6059,,0.05439995403474111,0.06674071632489431
2019-04-04,1433,22173997.8946582580364,3716761150.19749,0.00810821806346623,0.02633915667822980918035398536,0.008,0.02598761550028656,19.93,64.7416471150888926,85980,459.751070169733,279301.8975893298036,85980,279301.8975893298036,0.0006614281304714758,3.24845193753582,,-1.9611210423452956,6826020,2458,5460,,0.05544441399983101,0.06678501454155232
2019-04-05,1426,24061439.9175858309576,3435763877.19004,0.00782685512367491,0.02724780792553260835257371093,0.008,0.02785058110311776,19.935,69.4001667863315682,85560,451.841691769465,297861.9648978444432,85560,297861.9648978444432,0.0006916683246495188,3.48132263788972,,7.68229144890563,6911580,2547,5373,,0.05668048752940283,0.067104096684591
2019-04-06,1428,22697955.2439652396548,3341674054.90686,0.00781116053376466,0.02533811409020357752496130831,0.008,0.02595067811567984,19.317,62.66115614507343366,85680,446.934943106302,277931.7626189310864,85680,277931.7626189310864,0.0006430621114904006,3.24383476445998,,4.699910687759159,6997260,2473,5173,,0.05767330466697655,0.06748430317372266
2019-04-07,1433,22646349.891545409528,3051538192.62805,0.00774124203821656,0.02475009681905347814793687803,0.008,0.0255773910148976,19.446,62.1722432094623412,85980,443.055720263608,274893.009932611956,85980,274893.009932611956,0.000616131219412841,3.1971738768622,,1.9502994308482906,7083240,2512,5184,,0.05770941173233398,0.0642579062274755
2019-04-08,1435,21917965.7875225559988,3155043092.6216,0.00779219242902208,0.02382213803071108807856321379,0.008,0.02445744326537456,19.761,60.41294204588333502,86100,438.34578915214,263223.233143593702,86100,263223.233143593702,0.0005786363109292804,3.05718040817182,,-3.9633416629675384,7169340,2536,5310,,0.058226407999440254,0.06299524441517988
2019-04-09,1436,22078191.399387165315,3001746911.81337,0.00779897785349233,0.02373197240286476962797809273,0.008,0.02434367461857864,18.312,55.72267120192650696,86160,433.442216249742,262181.3756420919528,86160,262181.3756420919528,0.0005856825517241373,3.04295932732233,,-3.9144044543127547,7255500,2348,4957,,0.05822532858552409,0.06223355971970588
