date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,FeeMeanUSD,FeeMedUSD,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-10-02,11196,3069,9499792,3095.40306288693,3653406326.25073,5.048870736630155E-10,0,0.000018583883407388262,0,0,0,0,0,2.16360179,,0.008328036998388093,36.5340632625073,,16.628552933574035,100000000,36808,22702,46219226,1688576126.6281222253498,2362.15694652454,86299.19132029861761442137914,44,1607.4987835503212,53625687,1959164241.3534153050151,,0.1403589213032359,0.13491568434372875
2017-10-03,8886,3202,8086671,2525.50624609619,3337306925.83735,4.4902520074841903E-10,0,0.000013464020644441338,0,0,0,0,0,3.05598329,,0.007749348270017535,33.3730692583735,,8.618884334566662,100000000,29985,18027,32722692,1092056666.436424461462,2118.03977367282,70685.48805877275474763435827,43,1435.0419781100605,38181903,1274247293.2354989147705,,0.14138407578972093,0.13562153478286534
2017-10-04,8405,2991,7451491,2491.30424607155,3116679398.05013,5.694947477550209E-10,0,0.00001569812272186714,0,0,0,0,0,5.7355867,,0.007391302717708943,31.1667939805013,,34.51105595421388,100000000,27565,16561,17435008,543393302.3843920095104,1321.50389469235,41187.03963030655783446227506,41,1277.8385532005533,21885426,682098563.3175066440538,,0.13157336198858183,0.13183388835532947
2017-10-05,8827,3306,8010318,2422.96370235935,3246825582.57316,5.115239357706312E-10,0,0.000015045965046757337,0,0,0,0,0,2.72351188,,0.0075168075671151234,32.4682558257316,,38.353568114178316,100000000,29414,17564,36717299,1192146657.1618790509484,2465.88203142792,80062.88863247643590182666627,42,1363.6667446807272,43310752,1406224575.9408165461632,,0.1316949176889374,0.13105538311682005
2017-10-06,9540,3368,8555750,2540.30581947743,3343678201.73147,0.000019383160862291248,0,0.6140779192782491,0,0,0,0,0,2.61697403,,0.007658595409352559,33.4367820173147,,56.85250535515076,100000000,31681,19570,38212072,1277688721.8939345630584,2227.79085334696,74490.15714352980217116660831,42,1404.3448447272174,43597867,1457772375.2988779877449,,0.13016578758754127,0.12895563424812168
2017-10-07,11083,3598,9828147,2731.55836575875,3581754098.59498,0.0000030492681456702543,0,0.11049937906279866,0,0,0,0,0,2.56409652,,0.00806909292077349,35.8175409859498,,15.278238163631052,100000000,36238,24239,39000092,1396887393.6658129073816,1842.70530962498,66001.172952520037632887106,38,1361.0665574660924,44665334,1599802431.1961371242332,,0.1114528027644464,0.12917685580963312
2017-10-08,21606,3469,19341993,5575.6682040934,3193986630.81156,0.17935954163518605,0,12304.781994345987,0,0,0,0,0,2.72723916,,0.006942332694330797,31.9398663081156,,22.54073712148208,100000000,68604,61948,36667118,1171142846.8238990628408,705.011057661264,22517.95892744395058855895412,27,862.3763903191212,43674025,1394942519.63729841729,,0.1085632122351258,0.12928472084662399
2017-10-09,9553,4055,8940238,2204.74426633785,2923016309.17109,0.0000761543658101285,0,2.2239359447531823,0,0,0,0,0,2.16364008,,0.006118252444142355,29.2301630917109,,29.117144980961367,100000000,29203,18014,46218408,1350971603.6792357942472,2847.00244254469,83218.34571808057979244181012,43,1256.8970129435687,51285902,1499095279.7655022297318,,0.10651076748459137,0.11339408239842971
2017-10-10,12921,3888,9881594,2541.56224279835,2909610317.67592,0.00007028598375879973,0,2.0552324510910625,0,0,0,0,0,1.66142777,,0.0061370227822953516,29.0961031767592,,21.458354680843186,100000000,29241,22322,60189195,1751271027.846078956844,2952.5932264134,85908.95715472462360645145328,50,1454.80515883796,65907786,1917659741.6077655271312,,0.10614432694205447,0.11338260258936453
2017-10-11,9654,3795,8152747,2148.28642951252,3009683074.3899,0.0001313848480184578,0,3.7511687957749884,0,0,0,0,0,2.83405703,,0.006250682508508533,30.096830743899,,36.294197483873916,100000000,28551,17309,35285105,1061969832.965704324395,2321.00294644405,69854.83283521744821828235095,50,1504.84153719495,40174240,1209117301.54477696176,,0.10493158766269474,0.11297855259402124
2017-10-12,8956,3819,7721506,2021.86593349044,2785625067.02113,0.000039156804197426455,0,1.0394956810290792,0,0,0,0,0,3.28826427,0.8191143670176066,0.005164619994155458,27.8562506702113,,34.06891369310444,100000000,26547,16224,30411181,847141481.1131671525453,2157.72984467456,60106.26343185063624813493453,49,1364.9562828403537,35007009,975164017.9183430110017,,0.10535905055609891,0.10811686995133062
2017-10-13,9045,3767,8057551,2138.98354127953,2928921152.46677,0.000028395832292365783,0,0.7656936177636424,0,0,0,0,0,4.23677254,0.8623954451744326,0.005217101375682622,29.2892115246677,,46.00875216060823,100000000,26965,16507,23602872,691309510.5976565656344,1773.46507542255,51943.39372566182326032583664,48,1405.8821531840496,29274588,857429600.2294987544076,,0.1052559933214181,0.10838389480660171
2017-10-14,7061,3792,6939354,1829.99841772152,2759646934.29446,0.00001944436765679271,0,0.45723430544947996,0,0,0,0,0,7.63735283,0.8130398728941868,0.0047697403235989625,27.5964693429446,,72.45366000939752,100000000,23515,13350,13093542,361335530.3935575237732,1368.61655430712,37768.98478318291032951354555,48,1324.6305284613408,18271031,504215946.8554904178826,,0.09624553163504261,0.10858296193138893
2017-10-15,6650,3755,6819712,1816.16830892144,2767579507.74368,0.08267821831695873,0,1831.5705703755825,0,0,0,0,0,13.09929264,0.8169848661325524,0.00486405121869675,27.6757950774368,,48.87642552166262,100000000,22153,12548,7634000,211277019.6211525312,954.025183296143,26403.40547161813527255176626,48,1328.4381637169664,11971108,331309931.8578642959744,,0.09299555152382152,0.1084758888133997
2017-10-16,7493,3719,7079332,1903.55794568432,2838371694.119,0.000019674489206855965,0,0.4809625631508003,0,0,0,0,0,7.26383053,0.8375765741197764,0.00493102556399767,28.38371694119,,37.35501845229482,100000000,24446,14050,13766841,390754118.11836908079,1437.55202846975,40803.0698643188922664440025,48,1362.41841317712,20197606,573283131.59368079114,,0.09138038611799652,0.10747577335911843
2017-10-17,9683,3678,8709004,2367.86405655247,3154881557.52985,0.000043012605971042646,0,1.332272457347073,0,0,0,0,0,5.17036321,0.930057942547685,0.005643374973302042,31.5488155752985,,58.051518387043544,100000000,30974,18904,19341001,610185673.5906638637985,1273.35775497249,40172.92897300322349839103826,45,1419.6967008884325,24071555,759429049.3056544841675,,0.09257091670284391,0.1084051104689931
2017-10-18,7767,3627,7305605,2014.22801213124,2956225274.45484,0.000014014288196927526,0,0.3522771624061672,0,0,0,0,0,5.5150235,0.8719034995712243,0.005294222553606006,29.5622527445484,,39.562403362874385,100000000,25137,14359,18132289,536031310.2551947632876,1542.41416533185,45597.23739231181226136438654,43,1271.1768680155812,22147525,654730731.71620430271,,0.0933102798143753,0.10868070615761741
2017-10-19,6979,3571,6784903,1900.00084010081,2873777311.72656,0.000017345824503922602,0,0.4018333704578707,0,0,0,0,0,2.64139088,0.8455698620219663,0.005034372355347741,28.7377731172656,,43.20720701552892,100000000,23166,12901,37858842,1087978811.8784058224352,3497.69754282614,100516.0384185549907642530028,47,1350.6753365114832,45123796,1296757411.6377770122176,,0.09280666895912035,0.10862607159637473
2017-10-20,7346,3324,6371738,1916.88868832732,2772755182.21352,0.000021155545182606725,0,0.4543153327964787,0,0,0,0,0,6.8138332,0.8170361108121295,0.004620578541511423,27.7275518221352,,40.46753033082432,100000000,21475,12539,14676027,406930299.1855553928504,1468.83635058617,40727.23602911397542610099018,46,1275.4673838182192,18417739,510678812.5690605363128,,0.09307739745826844,0.108295475539899
2017-10-21,6413,2568,5612422,2185.52258566978,2712843383.04037,0.000005739957794701539,0,0.1154994307449844,0,0,0,0,0,2.9879152,0.7988454068833521,0.004498755982029604,27.1284338304037,,55.82802394354061,100000000,20122,11850,33468152,907938546.9578932529624,3093.36438818565,83918.1311182216309840500469,40,1085.137353216148,36656368,994429853.7509276157616,,0.08967860671002868,0.10826598728612725
2017-10-22,6005,2518,5440770,2160.75059571088,2867934438.27357,0.000007960331598050908,0,0.14709896760038274,0,0,0,0,0,3.91749413,0.8493487134605349,0.004782602355347744,28.6793443827357,,52.38578680292883,100000000,18479,10718,25526522,732083915.3314792662354,2674.00009330099,76688.56955524648526017971834,43,1233.2118084576351,28659933,821948088.4931315187081,,0.08922783411545641,0.10729567909013088
2017-10-23,7118,3123,6415953,2054.41978866475,2749405571.64963,0.0000333357969239046,0,0.7466885152985382,0,0,0,0,0,7.01420953,0.8142090406641851,0.004669308476834367,27.4940557164963,,36.60365007588465,100000000,22399,12580,14256774,391976538.6934958209362,1415.77297297297,38925.34100082844746848300501,41,1127.2562843763483,17810424,489680789.7904228974312,,0.08921772630358799,0.10726114938129984
2017-10-24,9604,3082,8008249,2598.39357560026,3015763083.74139,0.000014455000974910206,0,0.4275066538329687,0,0,0,0,0,2.61124054,0.8913597857858947,0.0054655416189363,30.1576308374139,,51.8029202278626,100000000,29575,17176,38295974,1154915846.4512009416386,2507.55571727993,75621.93962597474804058357303,44,1326.9357568462116,43069777,1298882435.0157399297003,,0.09033463471133305,0.10790679641618789
2017-10-25,6935,3121,6194951,1984.92502403076,2878499199.0099,0.0000351717517229757,0,0.7549264789819501,0,0,0,0,0,9.51731147,0.8507610883154302,0.005018288468731746,28.784991990099,,10.892574439501375,100000000,21464,12054,10507169,302448775.503616519731,1159.13804546209,33365.77935404527116515984691,40,1151.39967960396,13972250,402191104.33366075275,,0.07718067282770845,0.10786852579588208
2017-10-26,6669,3163,7007844,2215.56876383181,2822782795.07157,0.0008007737506861487,0,19.49403618670368,0,0,0,0,0,3.04875149,0.8325807585571776,0.004784119982466386,28.2278279507157,,8.603473599609131,100000000,24344,11801,32800312,925881563.8657955832984,3106.70900771121,87695.647362610730803138413,44,1242.0244298314908,36662273,1034896334.5261695387861,,0.0772944256851306,0.10758652730868405
